P,I,D
0.3,15.285714285714286,10.512820512820513
0.3,15.285714285714286,10.76923076923077
0.3,15.285714285714286,11.025641025641026
0.3,15.285714285714286,11.282051282051281
0.3,15.285714285714286,11.538461538461538
0.3,15.285714285714286,11.794871794871796
0.3,15.285714285714286,12.051282051282051
0.3,15.285714285714286,12.307692307692307
0.3,15.285714285714286,12.564102564102564
0.3,15.285714285714286,12.820512820512821
0.3,15.285714285714286,13.076923076923077
0.3,15.285714285714286,13.333333333333332
0.3,15.285714285714286,13.58974358974359
0.3,15.285714285714286,13.846153846153847
0.3,15.285714285714286,14.102564102564102
0.3,15.285714285714286,14.358974358974358
0.3,15.285714285714286,14.615384615384615
0.3,15.285714285714286,14.871794871794872
0.3,15.285714285714286,15.128205128205128
0.3,15.285714285714286,15.384615384615383
0.3,15.285714285714286,15.64102564102564
0.3,15.285714285714286,15.897435897435898
0.3,15.285714285714286,16.153846153846153
0.3,15.285714285714286,16.41025641025641
0.3,15.285714285714286,16.666666666666664
0.3,15.285714285714286,16.923076923076923
0.3,15.285714285714286,17.17948717948718
0.3,15.285714285714286,17.435897435897434
0.3,15.285714285714286,17.692307692307693
0.3,15.285714285714286,17.94871794871795
0.3,15.285714285714286,18.205128205128204
0.3,15.285714285714286,18.46153846153846
0.3,15.285714285714286,18.717948717948715
0.3,15.285714285714286,18.974358974358974
0.3,15.285714285714286,19.23076923076923
0.3,15.285714285714286,19.487179487179485
0.3,15.285714285714286,19.743589743589745
0.3,15.285714285714286,20.0
0.3,15.755102040816327,10.0
0.3,15.755102040816327,10.256410256410255
0.3,15.755102040816327,10.512820512820513
0.3,15.755102040816327,10.76923076923077
0.3,15.755102040816327,11.025641025641026
0.3,15.755102040816327,11.282051282051281
0.3,15.755102040816327,11.538461538461538
0.3,15.755102040816327,11.794871794871796
0.3,15.755102040816327,12.051282051282051
0.3,15.755102040816327,12.307692307692307
0.3,15.755102040816327,12.564102564102564
0.3,15.755102040816327,12.820512820512821
0.3,15.755102040816327,13.076923076923077
0.3,15.755102040816327,13.333333333333332
0.3,15.755102040816327,13.58974358974359
0.3,15.755102040816327,13.846153846153847
0.3,15.755102040816327,14.102564102564102
0.3,15.755102040816327,14.358974358974358
0.3,15.755102040816327,14.615384615384615
0.3,15.755102040816327,14.871794871794872
0.3,15.755102040816327,15.128205128205128
0.3,15.755102040816327,15.384615384615383
0.3,15.755102040816327,15.64102564102564
0.3,15.755102040816327,15.897435897435898
0.3,15.755102040816327,16.153846153846153
0.3,15.755102040816327,16.41025641025641
0.3,15.755102040816327,16.666666666666664
0.3,15.755102040816327,16.923076923076923
0.3,15.755102040816327,17.17948717948718
0.3,15.755102040816327,17.435897435897434
0.3,15.755102040816327,17.692307692307693
0.3,15.755102040816327,17.94871794871795
0.3,15.755102040816327,18.205128205128204
0.3,15.755102040816327,18.46153846153846
0.3,15.755102040816327,18.717948717948715
0.3,15.755102040816327,18.974358974358974
0.3,15.755102040816327,19.23076923076923
0.3,15.755102040816327,19.487179487179485
0.3,15.755102040816327,19.743589743589745
0.3,15.755102040816327,20.0
0.3,16.224489795918366,10.0
0.3,16.224489795918366,10.256410256410255
0.3,16.224489795918366,10.512820512820513
0.3,16.224489795918366,10.76923076923077
0.3,16.224489795918366,11.025641025641026
0.3,16.224489795918366,11.282051282051281
0.3,16.224489795918366,11.538461538461538
0.3,16.224489795918366,11.794871794871796
0.3,16.224489795918366,12.051282051282051
0.3,16.224489795918366,12.307692307692307
0.3,16.224489795918366,12.564102564102564
0.3,16.224489795918366,12.820512820512821
0.3,16.224489795918366,13.076923076923077
0.3,16.224489795918366,13.333333333333332
0.3,16.224489795918366,13.58974358974359
0.3,16.224489795918366,13.846153846153847
0.3,16.224489795918366,14.102564102564102
0.3,16.224489795918366,14.358974358974358
0.3,16.224489795918366,14.615384615384615
0.3,16.224489795918366,14.871794871794872
0.3,16.224489795918366,15.128205128205128
0.3,16.224489795918366,15.384615384615383
0.3,16.224489795918366,15.64102564102564
0.3,16.224489795918366,15.897435897435898
0.3,16.224489795918366,16.153846153846153
0.3,16.224489795918366,16.41025641025641
0.3,16.224489795918366,16.666666666666664
0.3,16.224489795918366,16.923076923076923
0.3,16.224489795918366,17.17948717948718
0.3,16.224489795918366,17.435897435897434
0.3,16.224489795918366,17.692307692307693
0.3,16.224489795918366,17.94871794871795
0.3,16.224489795918366,18.205128205128204
0.3,16.224489795918366,18.46153846153846
0.3,16.224489795918366,18.717948717948715
0.3,16.224489795918366,18.974358974358974
0.3,16.224489795918366,19.23076923076923
0.3,16.224489795918366,19.487179487179485
0.3,16.224489795918366,19.743589743589745
0.3,16.224489795918366,20.0
0.3,16.693877551020407,10.0
0.3,16.693877551020407,10.256410256410255
0.3,16.693877551020407,10.512820512820513
0.3,16.693877551020407,10.76923076923077
0.3,16.693877551020407,11.025641025641026
0.3,16.693877551020407,11.282051282051281
0.3,16.693877551020407,11.538461538461538
0.3,16.693877551020407,11.794871794871796
0.3,16.693877551020407,12.051282051282051
0.3,16.693877551020407,12.307692307692307
0.3,16.693877551020407,12.564102564102564
0.3,16.693877551020407,12.820512820512821
0.3,16.693877551020407,13.076923076923077
0.3,16.693877551020407,13.333333333333332
0.3,16.693877551020407,13.58974358974359
0.3,16.693877551020407,13.846153846153847
0.3,16.693877551020407,14.102564102564102
0.3,16.693877551020407,14.358974358974358
0.3,16.693877551020407,14.615384615384615
0.3,16.693877551020407,14.871794871794872
0.3,16.693877551020407,15.128205128205128
0.3,16.693877551020407,15.384615384615383
0.3,16.693877551020407,15.64102564102564
0.3,16.693877551020407,15.897435897435898
0.3,16.693877551020407,16.153846153846153
0.3,16.693877551020407,16.41025641025641
0.3,16.693877551020407,16.666666666666664
0.3,16.693877551020407,16.923076923076923
0.3,16.693877551020407,17.17948717948718
0.3,16.693877551020407,17.435897435897434
0.3,16.693877551020407,17.692307692307693
0.3,16.693877551020407,17.94871794871795
0.3,16.693877551020407,18.205128205128204
0.3,16.693877551020407,18.46153846153846
0.3,16.693877551020407,18.717948717948715
0.3,16.693877551020407,18.974358974358974
0.3,16.693877551020407,19.23076923076923
0.3,16.693877551020407,19.487179487179485
0.3,16.693877551020407,19.743589743589745
0.3,16.693877551020407,20.0
0.3,17.163265306122447,10.0
0.3,17.163265306122447,10.256410256410255
0.3,17.163265306122447,10.512820512820513
0.3,17.163265306122447,10.76923076923077
0.3,17.163265306122447,11.025641025641026
0.3,17.163265306122447,11.282051282051281
0.3,17.163265306122447,11.538461538461538
0.3,17.163265306122447,11.794871794871796
0.3,17.163265306122447,12.051282051282051
0.3,17.163265306122447,12.307692307692307
0.3,17.163265306122447,12.564102564102564
0.3,17.163265306122447,12.820512820512821
0.3,17.163265306122447,13.076923076923077
0.3,17.163265306122447,13.333333333333332
0.3,17.163265306122447,13.58974358974359
0.3,17.163265306122447,13.846153846153847
0.3,17.163265306122447,14.102564102564102
0.3,17.163265306122447,14.358974358974358
0.3,17.163265306122447,14.615384615384615
0.3,17.163265306122447,14.871794871794872
0.3,17.163265306122447,15.128205128205128
0.3,17.163265306122447,15.384615384615383
0.3,17.163265306122447,15.64102564102564
0.3,17.163265306122447,15.897435897435898
0.3,17.163265306122447,16.153846153846153
0.3,17.163265306122447,16.41025641025641
0.3,17.163265306122447,16.666666666666664
0.3,17.163265306122447,16.923076923076923
0.3,17.163265306122447,17.17948717948718
0.3,17.163265306122447,17.435897435897434
0.3,17.163265306122447,17.692307692307693
0.3,17.163265306122447,17.94871794871795
0.3,17.163265306122447,18.205128205128204
0.3,17.163265306122447,18.46153846153846
0.3,17.163265306122447,18.717948717948715
0.3,17.163265306122447,18.974358974358974
0.3,17.163265306122447,19.23076923076923
0.3,17.163265306122447,19.487179487179485
0.3,17.163265306122447,19.743589743589745
0.3,17.163265306122447,20.0
0.3,17.632653061224488,10.0
0.3,17.632653061224488,10.256410256410255
0.3,17.632653061224488,10.512820512820513
0.3,17.632653061224488,10.76923076923077
0.3,17.632653061224488,11.025641025641026
0.3,17.632653061224488,11.282051282051281
0.3,17.632653061224488,11.538461538461538
0.3,17.632653061224488,11.794871794871796
0.3,17.632653061224488,12.051282051282051
0.3,17.632653061224488,12.307692307692307
0.3,17.632653061224488,12.564102564102564
0.3,17.632653061224488,12.820512820512821
0.3,17.632653061224488,13.076923076923077
0.3,17.632653061224488,13.333333333333332
0.3,17.632653061224488,13.58974358974359
0.3,17.632653061224488,13.846153846153847
0.3,17.632653061224488,14.102564102564102
0.3,17.632653061224488,14.358974358974358
0.3,17.632653061224488,14.615384615384615
0.3,17.632653061224488,14.871794871794872
0.3,17.632653061224488,15.128205128205128
0.3,17.632653061224488,15.384615384615383
0.3,17.632653061224488,15.64102564102564
0.3,17.632653061224488,15.897435897435898
0.3,17.632653061224488,16.153846153846153
0.3,17.632653061224488,16.41025641025641
0.3,17.632653061224488,16.666666666666664
0.3,17.632653061224488,16.923076923076923
0.3,17.632653061224488,17.17948717948718
0.3,17.632653061224488,17.435897435897434
0.3,17.632653061224488,17.692307692307693
0.3,17.632653061224488,17.94871794871795
0.3,17.632653061224488,18.205128205128204
0.3,17.632653061224488,18.46153846153846
0.3,17.632653061224488,18.717948717948715
0.3,17.632653061224488,18.974358974358974
0.3,17.632653061224488,19.23076923076923
0.3,17.632653061224488,19.487179487179485
0.3,17.632653061224488,19.743589743589745
0.3,17.632653061224488,20.0
0.3,18.10204081632653,10.0
0.3,18.10204081632653,10.256410256410255
0.3,18.10204081632653,10.512820512820513
0.3,18.10204081632653,10.76923076923077
0.3,18.10204081632653,11.025641025641026
0.3,18.10204081632653,11.282051282051281
0.3,18.10204081632653,11.538461538461538
0.3,18.10204081632653,11.794871794871796
0.3,18.10204081632653,12.051282051282051
0.3,18.10204081632653,12.307692307692307
0.3,18.10204081632653,12.564102564102564
0.3,18.10204081632653,12.820512820512821
0.3,18.10204081632653,13.076923076923077
0.3,18.10204081632653,13.333333333333332
0.3,18.10204081632653,13.58974358974359
0.3,18.10204081632653,13.846153846153847
0.3,18.10204081632653,14.102564102564102
0.3,18.10204081632653,14.358974358974358
0.3,18.10204081632653,14.615384615384615
0.3,18.10204081632653,14.871794871794872
0.3,18.10204081632653,15.128205128205128
0.3,18.10204081632653,15.384615384615383
0.3,18.10204081632653,15.64102564102564
0.3,18.10204081632653,15.897435897435898
0.3,18.10204081632653,16.153846153846153
0.3,18.10204081632653,16.41025641025641
0.3,18.10204081632653,16.666666666666664
0.3,18.10204081632653,16.923076923076923
0.3,18.10204081632653,17.17948717948718
0.3,18.10204081632653,17.435897435897434
0.3,18.10204081632653,17.692307692307693
0.3,18.10204081632653,17.94871794871795
0.3,18.10204081632653,18.205128205128204
0.3,18.10204081632653,18.46153846153846
0.3,18.10204081632653,18.717948717948715
0.3,18.10204081632653,18.974358974358974
0.3,18.10204081632653,19.23076923076923
0.3,18.10204081632653,19.487179487179485
0.3,18.10204081632653,19.743589743589745
0.3,18.10204081632653,20.0
0.3,18.571428571428573,10.0
0.3,18.571428571428573,10.256410256410255
0.3,18.571428571428573,10.512820512820513
0.3,18.571428571428573,10.76923076923077
0.3,18.571428571428573,11.025641025641026
0.3,18.571428571428573,11.282051282051281
0.3,18.571428571428573,11.538461538461538
0.3,18.571428571428573,11.794871794871796
0.3,18.571428571428573,12.051282051282051
0.3,18.571428571428573,12.307692307692307
0.3,18.571428571428573,12.564102564102564
0.3,18.571428571428573,12.820512820512821
0.3,18.571428571428573,13.076923076923077
0.3,18.571428571428573,13.333333333333332
0.3,18.571428571428573,13.58974358974359
0.3,18.571428571428573,13.846153846153847
0.3,18.571428571428573,14.102564102564102
0.3,18.571428571428573,14.358974358974358
0.3,18.571428571428573,14.615384615384615
0.3,18.571428571428573,14.871794871794872
0.3,18.571428571428573,15.128205128205128
0.3,18.571428571428573,15.384615384615383
0.3,18.571428571428573,15.64102564102564
0.3,18.571428571428573,15.897435897435898
0.3,18.571428571428573,16.153846153846153
0.3,18.571428571428573,16.41025641025641
0.3,18.571428571428573,16.666666666666664
0.3,18.571428571428573,16.923076923076923
0.3,18.571428571428573,17.17948717948718
0.3,18.571428571428573,17.435897435897434
0.3,18.571428571428573,17.692307692307693
0.3,18.571428571428573,17.94871794871795
0.3,18.571428571428573,18.205128205128204
0.3,18.571428571428573,18.46153846153846
0.3,18.571428571428573,18.717948717948715
0.3,18.571428571428573,18.974358974358974
0.3,18.571428571428573,19.23076923076923
0.3,18.571428571428573,19.487179487179485
0.3,18.571428571428573,19.743589743589745
0.3,18.571428571428573,20.0
0.3,19.040816326530614,10.0
0.3,19.040816326530614,10.256410256410255
0.3,19.040816326530614,10.512820512820513
0.3,19.040816326530614,10.76923076923077
0.3,19.040816326530614,11.025641025641026
0.3,19.040816326530614,11.282051282051281
0.3,19.040816326530614,11.538461538461538
0.3,19.040816326530614,11.794871794871796
0.3,19.040816326530614,12.051282051282051
0.3,19.040816326530614,12.307692307692307
0.3,19.040816326530614,12.564102564102564
0.3,19.040816326530614,12.820512820512821
0.3,19.040816326530614,13.076923076923077
0.3,19.040816326530614,13.333333333333332
0.3,19.040816326530614,13.58974358974359
0.3,19.040816326530614,13.846153846153847
0.3,19.040816326530614,14.102564102564102
0.3,19.040816326530614,14.358974358974358
0.3,19.040816326530614,14.615384615384615
0.3,19.040816326530614,14.871794871794872
0.3,19.040816326530614,15.128205128205128
0.3,19.040816326530614,15.384615384615383
0.3,19.040816326530614,15.64102564102564
0.3,19.040816326530614,15.897435897435898
0.3,19.040816326530614,16.153846153846153
0.3,19.040816326530614,16.41025641025641
0.3,19.040816326530614,16.666666666666664
0.3,19.040816326530614,16.923076923076923
0.3,19.040816326530614,17.17948717948718
0.3,19.040816326530614,17.435897435897434
0.3,19.040816326530614,17.692307692307693
0.3,19.040816326530614,17.94871794871795
0.3,19.040816326530614,18.205128205128204
0.3,19.040816326530614,18.46153846153846
0.3,19.040816326530614,18.717948717948715
0.3,19.040816326530614,18.974358974358974
0.3,19.040816326530614,19.23076923076923
0.3,19.040816326530614,19.487179487179485
0.3,19.040816326530614,19.743589743589745
0.3,19.040816326530614,20.0
0.3,19.510204081632654,10.0
0.3,19.510204081632654,10.256410256410255
0.3,19.510204081632654,10.512820512820513
0.3,19.510204081632654,10.76923076923077
0.3,19.510204081632654,11.025641025641026
0.3,19.510204081632654,11.282051282051281
0.3,19.510204081632654,11.538461538461538
0.3,19.510204081632654,11.794871794871796
0.3,19.510204081632654,12.051282051282051
0.3,19.510204081632654,12.307692307692307
0.3,19.510204081632654,12.564102564102564
0.3,19.510204081632654,12.820512820512821
0.3,19.510204081632654,13.076923076923077
0.3,19.510204081632654,13.333333333333332
0.3,19.510204081632654,13.58974358974359
0.3,19.510204081632654,13.846153846153847
0.3,19.510204081632654,14.102564102564102
0.3,19.510204081632654,14.358974358974358
0.3,19.510204081632654,14.615384615384615
0.3,19.510204081632654,14.871794871794872
0.3,19.510204081632654,15.128205128205128
0.3,19.510204081632654,15.384615384615383
0.3,19.510204081632654,15.64102564102564
0.3,19.510204081632654,15.897435897435898
0.3,19.510204081632654,16.153846153846153
0.3,19.510204081632654,16.41025641025641
0.3,19.510204081632654,16.666666666666664
0.3,19.510204081632654,16.923076923076923
0.3,19.510204081632654,17.17948717948718
0.3,19.510204081632654,17.435897435897434
0.3,19.510204081632654,17.692307692307693
0.3,19.510204081632654,17.94871794871795
0.3,19.510204081632654,18.205128205128204
0.3,19.510204081632654,18.46153846153846
0.3,19.510204081632654,18.717948717948715
0.3,19.510204081632654,18.974358974358974
0.3,19.510204081632654,19.23076923076923
0.3,19.510204081632654,19.487179487179485
0.3,19.510204081632654,19.743589743589745
0.3,19.510204081632654,20.0
0.3,19.979591836734695,10.0
0.3,19.979591836734695,10.256410256410255
0.3,19.979591836734695,10.512820512820513
0.3,19.979591836734695,10.76923076923077
0.3,19.979591836734695,11.025641025641026
0.3,19.979591836734695,11.282051282051281
0.3,19.979591836734695,11.538461538461538
0.3,19.979591836734695,11.794871794871796
0.3,19.979591836734695,12.051282051282051
0.3,19.979591836734695,12.307692307692307
0.3,19.979591836734695,12.564102564102564
0.3,19.979591836734695,12.820512820512821
0.3,19.979591836734695,13.076923076923077
0.3,19.979591836734695,13.333333333333332
0.3,19.979591836734695,13.58974358974359
0.3,19.979591836734695,13.846153846153847
0.3,19.979591836734695,14.102564102564102
0.3,19.979591836734695,14.358974358974358
0.3,19.979591836734695,14.615384615384615
0.3,19.979591836734695,14.871794871794872
0.3,19.979591836734695,15.128205128205128
0.3,19.979591836734695,15.384615384615383
0.3,19.979591836734695,15.64102564102564
0.3,19.979591836734695,15.897435897435898
0.3,19.979591836734695,16.153846153846153
0.3,19.979591836734695,16.41025641025641
0.3,19.979591836734695,16.666666666666664
0.3,19.979591836734695,16.923076923076923
0.3,19.979591836734695,17.17948717948718
0.3,19.979591836734695,17.435897435897434
0.3,19.979591836734695,17.692307692307693
0.3,19.979591836734695,17.94871794871795
0.3,19.979591836734695,18.205128205128204
